year,gennme,state,quarter,suppression,totalRX
2018,Amphetamine Salt Combination,FL,1,T,0
2018,Dextroamphetamine Sulfate,FL,1,F,534
2018,Dextroamphetamine Sulfate,FL,1,T,0
2018,Lisdexamfetamine Dimesylate,FL,1,F,63091
2018,Lisdexamfetamine Dimesylate,FL,1,T,0
2018,Methamphetamine Hydrochloride,FL,1,T,0
2018,Amphetamine,FL,2,F,75
2018,Amphetamine,FL,2,T,0
2018,Amphetamine Salt Combination,FL,2,F,63546
2018,Amphetamine Salt Combination,FL,2,T,0
2018,Dextroamphetamine Sulfate,FL,2,F,491
2018,Dextroamphetamine Sulfate,FL,2,T,0
2018,Lisdexamfetamine Dimesylate,FL,2,F,57448
2018,Lisdexamfetamine Dimesylate,FL,2,T,0
2018,Methamphetamine Hydrochloride,FL,2,T,0
2018,Amphetamine,FL,3,F,1462
2018,Amphetamine,FL,3,T,0
2018,Amphetamine Salt Combination,FL,3,F,60242
2018,Amphetamine Salt Combination,FL,3,T,0
2018,Dextroamphetamine Sulfate,FL,3,F,437
2018,Dextroamphetamine Sulfate,FL,3,T,0
2018,Lisdexamfetamine Dimesylate,FL,3,F,55750
2018,Lisdexamfetamine Dimesylate,FL,3,T,0
2018,Amphetamine,FL,4,F,3517
2018,Amphetamine,FL,4,T,0
2018,Amphetamine Salt Combination,FL,4,F,65289
2018,Amphetamine Salt Combination,FL,4,T,0
2018,Dextroamphetamine Sulfate,FL,4,F,479
2018,Dextroamphetamine Sulfate,FL,4,T,0
2018,Lisdexamfetamine Dimesylate,FL,4,F,61807
2018,Lisdexamfetamine Dimesylate,FL,4,T,0
2018,Amphetamine,MS,1,F,1238
2018,Amphetamine,MS,1,T,0
2018,Amphetamine Salt Combination,MS,1,F,13260
2018,Amphetamine Salt Combination,MS,1,T,0
2018,Dextroamphetamine Sulfate,MS,1,F,1324
2018,Dextroamphetamine Sulfate,MS,1,T,0
2018,Lisdexamfetamine Dimesylate,MS,1,F,25448
2018,Lisdexamfetamine Dimesylate,MS,1,T,0
2018,Amphetamine,MS,2,F,913
2018,Amphetamine,MS,2,T,0
2018,Amphetamine Salt Combination,MS,2,F,11917
2018,Amphetamine Salt Combination,MS,2,T,0
2018,Dextroamphetamine Sulfate,MS,2,F,1153
2018,Dextroamphetamine Sulfate,MS,2,T,0
2018,Lisdexamfetamine Dimesylate,MS,2,F,22339
2018,Lisdexamfetamine Dimesylate,MS,2,T,0
2018,Amphetamine,MS,3,F,817
2018,Amphetamine,MS,3,T,0
2018,Amphetamine Salt Combination,MS,3,F,12069
2018,Amphetamine Salt Combination,MS,3,T,0
2018,Dextroamphetamine Sulfate,MS,3,F,1074
2018,Dextroamphetamine Sulfate,MS,3,T,0
2018,Lisdexamfetamine Dimesylate,MS,3,F,22442
2018,Lisdexamfetamine Dimesylate,MS,3,T,0
2018,Amphetamine,MS,4,F,759
2018,Amphetamine,MS,4,T,0
2018,Amphetamine Salt Combination,MS,4,F,12942
2018,Amphetamine Salt Combination,MS,4,T,0
2018,Dextroamphetamine Sulfate,MS,4,F,1288
2018,Dextroamphetamine Sulfate,MS,4,T,0
2018,Lisdexamfetamine Dimesylate,MS,4,F,23352
2018,Lisdexamfetamine Dimesylate,MS,4,T,0
2018,Amphetamine,SC,1,F,61
2018,Amphetamine,SC,1,T,0
2018,Amphetamine Salt Combination,SC,1,F,31147
2018,Amphetamine Salt Combination,SC,1,T,0
2018,Dextroamphetamine Sulfate,SC,1,F,416
2018,Dextroamphetamine Sulfate,SC,1,T,0
2018,Lisdexamfetamine Dimesylate,SC,1,F,22570
2018,Lisdexamfetamine Dimesylate,SC,1,T,0
2018,Methamphetamine Hydrochloride,SC,1,T,0
2018,Amphetamine,SC,2,F,26
2018,Amphetamine,SC,2,T,0
2018,Amphetamine Salt Combination,SC,2,F,29730
2018,Amphetamine Salt Combination,SC,2,T,0
2018,Dextroamphetamine Sulfate,SC,2,F,351
2018,Dextroamphetamine Sulfate,SC,2,T,0
2018,Lisdexamfetamine Dimesylate,SC,2,F,21815
2018,Lisdexamfetamine Dimesylate,SC,2,T,0
2018,Amphetamine,SC,3,F,54
2018,Amphetamine,SC,3,T,0
2018,Amphetamine Salt Combination,SC,3,F,30095
2018,Amphetamine Salt Combination,SC,3,T,0
2018,Dextroamphetamine Sulfate,SC,3,F,340
2018,Dextroamphetamine Sulfate,SC,3,T,0
2018,Lisdexamfetamine Dimesylate,SC,3,F,20149
2018,Lisdexamfetamine Dimesylate,SC,3,T,0
2018,Amphetamine,SC,4,F,18
2018,Amphetamine,SC,4,T,0
2018,Amphetamine Salt Combination,SC,4,F,34285
2018,Amphetamine Salt Combination,SC,4,T,0
2018,Dextroamphetamine Sulfate,SC,4,F,326
2018,Dextroamphetamine Sulfate,SC,4,T,0
2018,Lisdexamfetamine Dimesylate,SC,4,F,22716
2018,Lisdexamfetamine Dimesylate,SC,4,T,0
2018,Methamphetamine Hydrochloride,SC,4,T,0
2018,Amphetamine,TN,1,F,344
2018,Amphetamine,TN,1,T,0
2018,Amphetamine Salt Combination,TN,1,F,28069
2018,Amphetamine Salt Combination,TN,1,T,0
2018,Dextroamphetamine Sulfate,TN,1,F,812
2018,Dextroamphetamine Sulfate,TN,1,T,0
2018,Lisdexamfetamine Dimesylate,TN,1,F,30290
2018,Lisdexamfetamine Dimesylate,TN,1,T,0
2018,Methamphetamine Hydrochloride,TN,1,T,0
2018,Amphetamine,TN,2,F,339
2018,Amphetamine,TN,2,T,0
2018,Amphetamine Salt Combination,TN,2,F,26892
2018,Amphetamine Salt Combination,TN,2,T,0
2018,Dextroamphetamine Sulfate,TN,2,F,790
2018,Dextroamphetamine Sulfate,TN,2,T,0
2018,Lisdexamfetamine Dimesylate,TN,2,F,29146
2018,Lisdexamfetamine Dimesylate,TN,2,T,0
2018,Methamphetamine Hydrochloride,TN,2,T,0
2018,Amphetamine,TN,3,F,331
2018,Amphetamine,TN,3,T,0
2018,Amphetamine Salt Combination,TN,3,F,25818
2018,Amphetamine Salt Combination,TN,3,T,0
2018,Dextroamphetamine Sulfate,TN,3,F,713
2018,Dextroamphetamine Sulfate,TN,3,T,0
2018,Lisdexamfetamine Dimesylate,TN,3,F,26932
2018,Lisdexamfetamine Dimesylate,TN,3,T,0
2018,Amphetamine,TN,4,F,362
2018,Amphetamine,TN,4,T,0
2018,Amphetamine Salt Combination,TN,4,F,28169
2018,Amphetamine Salt Combination,TN,4,T,0
2018,Dextroamphetamine Sulfate,TN,4,F,858
2018,Dextroamphetamine Sulfate,TN,4,T,0
2018,Lisdexamfetamine Dimesylate,TN,4,F,29665
2018,Lisdexamfetamine Dimesylate,TN,4,T,0
2019,Amphetamine,CO,1,T,0
2019,Amphetamine Salt Combination,CO,1,F,17207
2019,Amphetamine Salt Combination,CO,1,T,0
2019,Dextroamphetamine Sulfate,CO,1,F,119
2019,Dextroamphetamine Sulfate,CO,1,T,0
2019,Lisdexamfetamine Dimesylate,CO,1,F,8339
2019,Lisdexamfetamine Dimesylate,CO,1,T,0
2019,Methamphetamine Hydrochloride,CO,1,T,0
2019,Amphetamine,CO,2,T,0
2019,Amphetamine Salt Combination,CO,2,F,18957
2019,Amphetamine Salt Combination,CO,2,T,0
2019,Dextroamphetamine Sulfate,CO,2,F,127
2019,Dextroamphetamine Sulfate,CO,2,T,0
2019,Lisdexamfetamine Dimesylate,CO,2,F,8921
2019,Lisdexamfetamine Dimesylate,CO,2,T,0
2019,Methamphetamine Hydrochloride,CO,2,T,0
2019,Amphetamine,CO,3,T,0
2019,Amphetamine Salt Combination,CO,3,F,20182
2019,Amphetamine Salt Combination,CO,3,T,0
2019,Dextroamphetamine Sulfate,CO,3,F,155
2019,Dextroamphetamine Sulfate,CO,3,T,0
2019,Lisdexamfetamine Dimesylate,CO,3,F,9201
2019,Lisdexamfetamine Dimesylate,CO,3,T,0
2019,Methamphetamine Hydrochloride,CO,3,T,0
2019,Amphetamine,CO,4,T,0
2019,Amphetamine Salt Combination,CO,4,F,18775
2019,Amphetamine Salt Combination,CO,4,T,0
2019,Dextroamphetamine Sulfate,CO,4,F,127
2019,Dextroamphetamine Sulfate,CO,4,T,0
2019,Lisdexamfetamine Dimesylate,CO,4,F,8882
2019,Lisdexamfetamine Dimesylate,CO,4,T,0
2019,Methamphetamine Hydrochloride,CO,4,T,0
2019,Amphetamine,FL,1,F,2952
2019,Amphetamine,FL,1,T,0
2019,Amphetamine Salt Combination,FL,1,F,65810
2019,Amphetamine Salt Combination,FL,1,T,0
2019,Dextroamphetamine Sulfate,FL,1,F,516
2019,Dextroamphetamine Sulfate,FL,1,T,0
2019,Lisdexamfetamine Dimesylate,FL,1,F,62850
2019,Lisdexamfetamine Dimesylate,FL,1,T,0
2019,Methamphetamine Hydrochloride,FL,1,T,0
2019,Amphetamine,FL,2,F,1491
2019,Amphetamine,FL,2,T,0
2019,Amphetamine Salt Combination,FL,2,F,59362
2019,Amphetamine Salt Combination,FL,2,T,0
2019,Dextroamphetamine Sulfate,FL,2,F,496
2019,Dextroamphetamine Sulfate,FL,2,T,0
2019,Lisdexamfetamine Dimesylate,FL,2,F,58753
2019,Lisdexamfetamine Dimesylate,FL,2,T,0
2019,Amphetamine,FL,3,F,915
2019,Amphetamine,FL,3,T,0
2019,Amphetamine Salt Combination,FL,3,F,53458
2019,Amphetamine Salt Combination,FL,3,T,0
2019,Dextroamphetamine Sulfate,FL,3,F,510
2019,Dextroamphetamine Sulfate,FL,3,T,0
2019,Lisdexamfetamine Dimesylate,FL,3,F,56013
2019,Lisdexamfetamine Dimesylate,FL,3,T,0
2019,Amphetamine,FL,4,F,852
2019,Amphetamine,FL,4,T,0
2019,Amphetamine Salt Combination,FL,4,F,52218
2019,Amphetamine Salt Combination,FL,4,T,0
2019,Dextroamphetamine Sulfate,FL,4,F,497
2019,Dextroamphetamine Sulfate,FL,4,T,0
2019,Lisdexamfetamine Dimesylate,FL,4,F,59397
2019,Lisdexamfetamine Dimesylate,FL,4,T,0
2019,Amphetamine,MS,1,F,669
2019,Amphetamine,MS,1,T,0
2019,Amphetamine Salt Combination,MS,1,F,13211
2019,Amphetamine Salt Combination,MS,1,T,0
2019,Dextroamphetamine Sulfate,MS,1,F,1418
2019,Dextroamphetamine Sulfate,MS,1,T,0
2019,Lisdexamfetamine Dimesylate,MS,1,F,23789
2019,Lisdexamfetamine Dimesylate,MS,1,T,0
2019,Amphetamine,MS,2,F,542
2019,Amphetamine,MS,2,T,0
2019,Amphetamine Salt Combination,MS,2,F,12280
2019,Amphetamine Salt Combination,MS,2,T,0
2019,Dextroamphetamine Sulfate,MS,2,F,1133
2019,Dextroamphetamine Sulfate,MS,2,T,0
2019,Lisdexamfetamine Dimesylate,MS,2,F,20873
2019,Lisdexamfetamine Dimesylate,MS,2,T,0
2019,Amphetamine,MS,3,F,535
2019,Amphetamine,MS,3,T,0
2019,Amphetamine Salt Combination,MS,3,F,12985
2019,Amphetamine Salt Combination,MS,3,T,0
2019,Dextroamphetamine Sulfate,MS,3,F,1289
2019,Dextroamphetamine Sulfate,MS,3,T,0
2019,Lisdexamfetamine Dimesylate,MS,3,F,21723
2019,Lisdexamfetamine Dimesylate,MS,3,T,0
2019,Amphetamine,MS,4,F,467
2019,Amphetamine,MS,4,T,0
2019,Amphetamine Salt Combination,MS,4,F,13239
2019,Amphetamine Salt Combination,MS,4,T,0
2019,Dextroamphetamine Sulfate,MS,4,F,1560
2019,Dextroamphetamine Sulfate,MS,4,T,0
2019,Lisdexamfetamine Dimesylate,MS,4,F,22706
2019,Lisdexamfetamine Dimesylate,MS,4,T,0
2019,Amphetamine,SC,1,T,0
2019,Amphetamine Salt Combination,SC,1,F,36191
2019,Amphetamine Salt Combination,SC,1,T,0
2019,Dextroamphetamine Sulfate,SC,1,F,331
2019,Dextroamphetamine Sulfate,SC,1,T,0
2019,Lisdexamfetamine Dimesylate,SC,1,F,23619
2019,Lisdexamfetamine Dimesylate,SC,1,T,0
2019,Methamphetamine Hydrochloride,SC,1,T,0
2019,Amphetamine,SC,2,F,16
2019,Amphetamine,SC,2,T,0
2019,Amphetamine Salt Combination,SC,2,F,33980
2019,Amphetamine Salt Combination,SC,2,T,0
2019,Dextroamphetamine Sulfate,SC,2,F,324
2019,Dextroamphetamine Sulfate,SC,2,T,0
2019,Lisdexamfetamine Dimesylate,SC,2,F,21384
2019,Lisdexamfetamine Dimesylate,SC,2,T,0
2019,Methamphetamine Hydrochloride,SC,2,T,0
2019,Amphetamine,SC,3,T,0
2019,Amphetamine Salt Combination,SC,3,F,31838
2019,Amphetamine Salt Combination,SC,3,T,0
2019,Dextroamphetamine Sulfate,SC,3,F,335
2019,Dextroamphetamine Sulfate,SC,3,T,0
2019,Lisdexamfetamine Dimesylate,SC,3,F,18780
2019,Lisdexamfetamine Dimesylate,SC,3,T,0
2019,Amphetamine,SC,4,F,60
2019,Amphetamine,SC,4,T,0
2019,Amphetamine Salt Combination,SC,4,F,33122
2019,Amphetamine Salt Combination,SC,4,T,0
2019,Dextroamphetamine Sulfate,SC,4,F,419
2019,Dextroamphetamine Sulfate,SC,4,T,0
2019,Lisdexamfetamine Dimesylate,SC,4,F,23824
2019,Lisdexamfetamine Dimesylate,SC,4,T,0
2019,Amphetamine,TN,1,F,364
2019,Amphetamine,TN,1,T,0
2019,Amphetamine Salt Combination,TN,1,F,27959
2019,Amphetamine Salt Combination,TN,1,T,0
2019,Dextroamphetamine Sulfate,TN,1,F,924
2019,Dextroamphetamine Sulfate,TN,1,T,0
2019,Lisdexamfetamine Dimesylate,TN,1,F,29672
2019,Lisdexamfetamine Dimesylate,TN,1,T,0
2019,Amphetamine,TN,2,F,386
2019,Amphetamine,TN,2,T,0
2019,Amphetamine Salt Combination,TN,2,F,23280
2019,Amphetamine Salt Combination,TN,2,T,0
2019,Dextroamphetamine Sulfate,TN,2,F,848
2019,Dextroamphetamine Sulfate,TN,2,T,0
2019,Lisdexamfetamine Dimesylate,TN,2,F,28073
2019,Lisdexamfetamine Dimesylate,TN,2,T,0
2019,Amphetamine,TN,3,F,345
2019,Amphetamine,TN,3,T,0
2019,Amphetamine Salt Combination,TN,3,F,21611
2019,Amphetamine Salt Combination,TN,3,T,0
2019,Dextroamphetamine Sulfate,TN,3,F,814
2019,Dextroamphetamine Sulfate,TN,3,T,0
2019,Lisdexamfetamine Dimesylate,TN,3,F,26484
2019,Lisdexamfetamine Dimesylate,TN,3,T,0
2019,Amphetamine,TN,4,F,382
2019,Amphetamine,TN,4,T,0
2019,Amphetamine Salt Combination,TN,4,F,22387
2019,Amphetamine Salt Combination,TN,4,T,0
2019,Dextroamphetamine Sulfate,TN,4,F,937
2019,Dextroamphetamine Sulfate,TN,4,T,0
2019,Lisdexamfetamine Dimesylate,TN,4,F,28611
2019,Lisdexamfetamine Dimesylate,TN,4,T,0
2020,Amphetamine,CO,1,T,0
2020,Amphetamine Salt Combination,CO,1,F,19811
2020,Amphetamine Salt Combination,CO,1,T,0
2020,Dextroamphetamine Sulfate,CO,1,F,157
2020,Dextroamphetamine Sulfate,CO,1,T,0
2020,Lisdexamfetamine Dimesylate,CO,1,F,9306
2020,Lisdexamfetamine Dimesylate,CO,1,T,0
2020,Methamphetamine Hydrochloride,CO,1,T,0
2020,Amphetamine,CO,2,T,0
2020,Amphetamine Salt Combination,CO,2,F,13427
2020,Amphetamine Salt Combination,CO,2,T,0
2020,Dextroamphetamine Sulfate,CO,2,F,129
2020,Dextroamphetamine Sulfate,CO,2,T,0
2020,Lisdexamfetamine Dimesylate,CO,2,F,8643
2020,Lisdexamfetamine Dimesylate,CO,2,T,0
2020,Methamphetamine Hydrochloride,CO,2,T,0
2020,Amphetamine,CO,3,T,0
2020,Amphetamine Salt Combination,CO,3,F,12510
2020,Amphetamine Salt Combination,CO,3,T,0
2020,Dextroamphetamine Sulfate,CO,3,F,122
2020,Dextroamphetamine Sulfate,CO,3,T,0
2020,Lisdexamfetamine Dimesylate,CO,3,F,9380
2020,Lisdexamfetamine Dimesylate,CO,3,T,0
2020,Methamphetamine Hydrochloride,CO,3,T,0
2020,Amphetamine,CO,4,T,0
2020,Amphetamine Salt Combination,CO,4,F,18845
2020,Amphetamine Salt Combination,CO,4,T,0
2020,Dextroamphetamine Sulfate,CO,4,F,120
2020,Dextroamphetamine Sulfate,CO,4,T,0
2020,Lisdexamfetamine Dimesylate,CO,4,F,10010
2020,Lisdexamfetamine Dimesylate,CO,4,T,0
2020,Methamphetamine Hydrochloride,CO,4,T,0
2020,Amphetamine,FL,1,F,738
2020,Amphetamine,FL,1,T,0
2020,Amphetamine Salt Combination,FL,1,F,51438
2020,Amphetamine Salt Combination,FL,1,T,0
2020,Dextroamphetamine Sulfate,FL,1,F,523
2020,Dextroamphetamine Sulfate,FL,1,T,0
2020,Lisdexamfetamine Dimesylate,FL,1,F,60179
2020,Lisdexamfetamine Dimesylate,FL,1,T,0
2020,Methamphetamine Hydrochloride,FL,1,T,0
2020,Amphetamine,FL,2,F,543
2020,Amphetamine,FL,2,T,0
2020,Amphetamine Salt Combination,FL,2,F,41794
2020,Amphetamine Salt Combination,FL,2,T,0
2020,Dextroamphetamine Sulfate,FL,2,F,367
2020,Dextroamphetamine Sulfate,FL,2,T,0
2020,Lisdexamfetamine Dimesylate,FL,2,F,48507
2020,Lisdexamfetamine Dimesylate,FL,2,T,0
2020,Methamphetamine Hydrochloride,FL,2,T,0
2020,Amphetamine,FL,3,F,520
2020,Amphetamine,FL,3,T,0
2020,Amphetamine Salt Combination,FL,3,F,41218
2020,Amphetamine Salt Combination,FL,3,T,0
2020,Dextroamphetamine Sulfate,FL,3,F,401
2020,Dextroamphetamine Sulfate,FL,3,T,0
2020,Lisdexamfetamine Dimesylate,FL,3,F,48787
2020,Lisdexamfetamine Dimesylate,FL,3,T,0
2020,Methamphetamine Hydrochloride,FL,3,T,0
2020,Amphetamine,FL,4,F,495
2020,Amphetamine,FL,4,T,0
2020,Amphetamine Salt Combination,FL,4,F,48480
2020,Amphetamine Salt Combination,FL,4,T,0
2020,Dextroamphetamine Sulfate,FL,4,F,495
2020,Dextroamphetamine Sulfate,FL,4,T,0
2020,Lisdexamfetamine Dimesylate,FL,4,F,53896
2020,Lisdexamfetamine Dimesylate,FL,4,T,0
2020,Methamphetamine Hydrochloride,FL,4,T,0
2020,Amphetamine,MS,1,F,431
2020,Amphetamine,MS,1,T,0
2020,Amphetamine Salt Combination,MS,1,F,12839
2020,Amphetamine Salt Combination,MS,1,T,0
2020,Dextroamphetamine Sulfate,MS,1,F,1570
2020,Dextroamphetamine Sulfate,MS,1,T,0
2020,Lisdexamfetamine Dimesylate,MS,1,F,22428
2020,Lisdexamfetamine Dimesylate,MS,1,T,0
2020,Amphetamine,MS,2,F,283
2020,Amphetamine,MS,2,T,0
2020,Amphetamine Salt Combination,MS,2,F,10203
2020,Amphetamine Salt Combination,MS,2,T,0
2020,Dextroamphetamine Sulfate,MS,2,F,1140
2020,Dextroamphetamine Sulfate,MS,2,T,0
2020,Lisdexamfetamine Dimesylate,MS,2,F,16147
2020,Lisdexamfetamine Dimesylate,MS,2,T,0
2020,Amphetamine,MS,3,F,307
2020,Amphetamine,MS,3,T,0
2020,Amphetamine Salt Combination,MS,3,F,10531
2020,Amphetamine Salt Combination,MS,3,T,0
2020,Dextroamphetamine Sulfate,MS,3,F,1248
2020,Dextroamphetamine Sulfate,MS,3,T,0
2020,Lisdexamfetamine Dimesylate,MS,3,F,17999
2020,Lisdexamfetamine Dimesylate,MS,3,T,0
2020,Amphetamine,MS,4,F,266
2020,Amphetamine,MS,4,T,0
2020,Amphetamine Salt Combination,MS,4,F,10717
2020,Amphetamine Salt Combination,MS,4,T,0
2020,Dextroamphetamine Sulfate,MS,4,F,1415
2020,Dextroamphetamine Sulfate,MS,4,T,0
2020,Lisdexamfetamine Dimesylate,MS,4,F,19062
2020,Lisdexamfetamine Dimesylate,MS,4,T,0
2020,Amphetamine,SC,1,F,60
2020,Amphetamine,SC,1,T,0
2020,Amphetamine Salt Combination,SC,1,F,33075
2020,Amphetamine Salt Combination,SC,1,T,0
2020,Dextroamphetamine Sulfate,SC,1,F,436
2020,Dextroamphetamine Sulfate,SC,1,T,0
2020,Lisdexamfetamine Dimesylate,SC,1,F,23743
2020,Lisdexamfetamine Dimesylate,SC,1,T,0
2020,Amphetamine,SC,2,F,44
2020,Amphetamine,SC,2,T,0
2020,Amphetamine Salt Combination,SC,2,F,25895
2020,Amphetamine Salt Combination,SC,2,T,0
2020,Dextroamphetamine Sulfate,SC,2,F,318
2020,Dextroamphetamine Sulfate,SC,2,T,0
2020,Lisdexamfetamine Dimesylate,SC,2,F,18391
2020,Lisdexamfetamine Dimesylate,SC,2,T,0
2020,Amphetamine,SC,3,F,28
2020,Amphetamine,SC,3,T,0
2020,Amphetamine Salt Combination,SC,3,F,18339
2020,Amphetamine Salt Combination,SC,3,T,0
2020,Dextroamphetamine Sulfate,SC,3,F,211
2020,Dextroamphetamine Sulfate,SC,3,T,0
2020,Lisdexamfetamine Dimesylate,SC,3,F,14133
2020,Lisdexamfetamine Dimesylate,SC,3,T,0
2020,Amphetamine,SC,4,T,0
2020,Amphetamine Salt Combination,SC,4,F,11314
2020,Amphetamine Salt Combination,SC,4,T,0
2020,Dextroamphetamine Sulfate,SC,4,F,141
2020,Dextroamphetamine Sulfate,SC,4,T,0
2020,Lisdexamfetamine Dimesylate,SC,4,F,10324
2020,Lisdexamfetamine Dimesylate,SC,4,T,0
2020,Amphetamine,TN,1,F,353
2020,Amphetamine,TN,1,T,0
2020,Amphetamine Salt Combination,TN,1,F,22018
2020,Amphetamine Salt Combination,TN,1,T,0
2020,Dextroamphetamine Sulfate,TN,1,F,720
2020,Dextroamphetamine Sulfate,TN,1,T,0
2020,Lisdexamfetamine Dimesylate,TN,1,F,28554
2020,Lisdexamfetamine Dimesylate,TN,1,T,0
2020,Methamphetamine Hydrochloride,TN,1,T,0
2020,Amphetamine,TN,2,F,314
2020,Amphetamine,TN,2,T,0
2020,Amphetamine Salt Combination,TN,2,F,19082
2020,Amphetamine Salt Combination,TN,2,T,0
2020,Dextroamphetamine Sulfate,TN,2,F,523
2020,Dextroamphetamine Sulfate,TN,2,T,0
2020,Lisdexamfetamine Dimesylate,TN,2,F,23248
2020,Lisdexamfetamine Dimesylate,TN,2,T,0
2020,Methamphetamine Hydrochloride,TN,2,T,0
2020,Amphetamine,TN,3,F,291
2020,Amphetamine,TN,3,T,0
2020,Amphetamine Salt Combination,TN,3,F,18443
2020,Amphetamine Salt Combination,TN,3,T,0
2020,Dextroamphetamine Sulfate,TN,3,F,534
2020,Dextroamphetamine Sulfate,TN,3,T,0
2020,Lisdexamfetamine Dimesylate,TN,3,F,23824
2020,Lisdexamfetamine Dimesylate,TN,3,T,0
2020,Methamphetamine Hydrochloride,TN,3,T,0
2020,Amphetamine,TN,4,F,307
2020,Amphetamine,TN,4,T,0
2020,Amphetamine Salt Combination,TN,4,F,19159
2020,Amphetamine Salt Combination,TN,4,T,0
2020,Dextroamphetamine Sulfate,TN,4,F,605
2020,Dextroamphetamine Sulfate,TN,4,T,0
2020,Lisdexamfetamine Dimesylate,TN,4,F,26774
2020,Lisdexamfetamine Dimesylate,TN,4,T,0
2020,Methamphetamine Hydrochloride,TN,4,T,0
